Price,Title,RAM,Hard Drive,Graphics Coprocessor,Number of USB 3.0 Ports,Brand,Series,Operating System,Processor Brand,Item model number,Graphics Card Ram Size,Manufacturer,Form Factor,Processor Type,Processor Speed,Memory Technology,Hard Disk Description,Graphics Chipset Brand,DisplaySizeInches,HorizontalPixels,VerticalPixels,WeightKg,Refurbished,base_color
349.50640000000004,"Dell Latitude 5590 15.6 FHD, Core i5 8350U 1.7GHz, 16GB RAM, 512GB SSD, Windows 10 Pro 64Bit, CAM, (Renewed)",16 GB,512 GB SSD,Intel HD Graphics,0,Dell,Latitude 5590,Windows 10 Pro,Intel,5590,6,Dell,SSD,Core i5,1.6 GHz,other,SSD,Other,15.6,1366,768,1.474174,1,other
299.132,"Lenovo IdeaPad 1 15IJL7 82LX0050US 15.6"" Notebook - Full HD - 1920 x 1080 - Intel Pentium Silver N6000 Quad-core (4 Core) 1.10 GHz - 4 GB Total RAM - 4 GB On-Board Memory - 128 GB Flash Memory -",4 GB DDR4,128 GB Flash Storage,Intel UHD Graphics,0,Lenovo,IdeaPad 1 15IJL7,Windows 11 Home,Intel,82LX0050US,1,Lenovo,Notebook,Pentium,4,other,,Intel,15.6,1920,1080,2.3586784,0,Silver
707.1864,"HP 2023 15” 2-in-1 Convertible FHD IPS Touchscreen Laptop, AMD 8-Core Ryzen 7-5700U Processor Up to 4.30GHz, 12GB Ram, 512GB SSD, HDMI, Super-Fast 6th Gen WiFi, Windows 11(Renewed)",12 GB DDR4,512 GB SSD,1,3,HP,"HP 15"" Laptop",Windows 11,AMD,"HP 15"" Laptop",12 GB,HP,Convertible,Ryzen 7,4,other,SSD,AMD,15.0,1920,1080,2.55372296,1,other
,"acer Aspire 1 Slim Laptop, 15.6"" FHD Anti-Glare Display, Intel Celeron N4500, 16GB RAM, 128GB eMMC, Keypad, WiFi, RJ45, Bluetooth, HDMI, PDG HDMI Cable, 1 Year Office 365, Win 11 Home S Mode, Silver",16 GB SO-DIMM,128 GB Emmc,Iris UHD Graphics,0,acer,Aspire 1,Windows 11 Home,Intel,A115,1,acer,Laptop,Celeron,1.1 GHz,other,eMMC,Intel,15.6,1920,1080,3.628736,0,Silver
991.44,"HP ProBook 440 G8 14"" Notebook - Full HD - 1920 x 1080 - Intel Core i5 (11th Gen) i5-1135G7 Quad-core (4 Core) - 8 GB RAM - 256 GB SSD - Windows 10 Pro - English Keyboard - IEEE 802.11ac Wireless",8 GB DDR4,256 GB SSD,Intel Iris Xe Graphics,3,HP,HP ENVY,Windows 10 Pro,Intel,2V8F7UT#ABA,4,HP,Notebook,Intel Core i5,4,other,256,Intel,14.0,1920,1080,1.37891968,0,other
,"HP Pavilion 15-EG300 2023 Business Laptop 15.6"" FHD IPS Touchscreen 10-Core Intel i7-1355U 16GB DDR4 512GB SSD NVIDIA GeForce MX550 Graphics Wi-Fi 6 Backlit Keyboard Windows 10 Pro w/ONT 32GB USB",16 GB DDR4,512 GB SSD,NVIDIA GeForce MX550,3,HP,Pavilion 15-EG300,Windows 10 Pro,Intel,15-EG3045CTO,2 GB,HP,Laptop,core_i7_family,2.9 GHz,ddr4,SSD,Intel,15.6,1920,1080,1.7508651199999998,0,other
1154.64,"Lenovo ThinkPad T16 Gen 2 21HH001MUS 16"" Touchscreen Notebook - WUXGA - 1920 x 1200 - Intel Core i7 13th Gen i7-1355U Deca-core (10 Core) 1.70 GHz - 16 GB Total RAM - 16 GB On-Board Memory - 512 GB",40 GB DDR5 SDRAM,512 GB SSD,Intel Iris Xe Graphics,0,Lenovo,ThinkPad T16 Gen 2,Windows 11 Pro,Intel,21HH001MUS,16 GB,Lenovo,Notebook,Intel Core i7,1.7 GHz,other,,Intel,16.0,1920,1200,2.9029888,0,other
790.0784000000001,"Apple MacBook Pro 15-inch w/ Touch Bar (Mid 2018), 220ppi Retina Display, 6-Core Intel Core i7, 256GB PCIe SSD, 16GB RAM, macOS 10.13, Space Gray (Renewed)",16 GB DDR4,256 GB,Intel HD Graphics 630,0,Apple,5R932LL/A,Mac OS,Intel,5R932LL/A,6,Intel,SSD,Intel Core i7,2.2 GHz,other,SSD,Intel,15.4,2560,1600,1.3426323199999999,1,Gray
461.04,"HP 14-inch HD Thin & Light Laptop, Intel Celeron Quad-Core Processor, Long Battery Life, Webcam, Bluetooth, Wi-Fi, P500 SSD, Pink, Win 11 + 1 Year Microsoft 365 (32GB RAM | 320GB Storage),(Essential)",32 DDR4,320 GB Hybrid,Intel UHD Graphics,0,HP,Essential,Windows 11 Home,Intel,Essential,1,HP,Thin & Light,Celeron,2.6 GHz,other,SSD,Intel,14.0,1366,768,1.4514944,0,Pink
883.9864000000001,"SGIN Laptops, Laptop 17 Inch, 4GB DDR4 128GB SSD Laptops Computer with Intel Core i3 Processor (up to 2.4 GHz), 60800mWh Long Battery, Webcam, Mini HDMI, USB3.2 * 2, Dual WiFi, Type-C, (Black)",4 GB DDR4,128 GB SSD,Integrated,0,SGIN,Laptop,11,Intel,M17S,2,Intel,Laptop,Intel Core i3,2.4 GHz,ddr4,SSD,Intel,17.3,1366,768,1.84611944,0,Black
1727.0640000000003,"Lenovo 2023 Legion Slim 5 Gaming Laptop, 16” WUXGA(1920 x 1200) Screen, NVIDIA GeForce RTX 4060(TGP 140W), AMD Ryzen 5 7640HS, 4-Zone RGB Backlit KB, Win11H, W/Mouse Pad (32GB RAM | 2TB PCIe SSD)",32 GB DDR5,2 TB SSD,NVIDIA GeForce RTX 4060,4,Lenovo,Legion Slim 5,Windows 11 Home,AMD,Lenovo,4,Lenovo,Gaming Laptop,Ryzen 5,5,other,SSD,NVIDIA,16.0,1920,1200,2.29517552,0,other
282.88,"Apple MacBook Air 11.6-Inch HD+ MD711LL/B Laptop (1.4GHz Intel Core i5 Dual-Core up to 2.7GHz, 4GB RAM, 128GB SSD, HD Camera, 802.11ac WiFi, Bluetooth, USB 3.0, Mac OS X) (Renewed)",4 GB DDR3,128 GB SSD,Intel HD Graphics,0,Apple,MacBook Air,Mac OS,Intel,Apple,6,Intel,Laptop,Intel Core i5,3,other,SSD,Intel,11.6,1366,768,1.13398,1,other
353.5864,"2021 HP Stream 14"" HD SVA Laptop Computer, Intel Celeron N4000 Processor, 4GB RAM, 64GB eMMC flash memory, Intel UHD Graphics 600, 1-Year Office, Bluetooth, Win 10S, Rose Pink, 128GB SnowBell USB Card",4 GB DDR4,64 SSD,Intel UHD Graphics 600,1,HP,HP,Windows 10 S,Intel,HP,4 GB,HP,Laptop,Celeron,1.1 GHz,other,eMMC,Intel,14.0,1366,768,1.4378866399999999,0,Pink
448.6504,"Dell Latitude 5290 2-in-1 12.3"" FHD Laptop, Intel Core 8th Gen i7-8650U, 16GB RAM, 256GB SSD, Camera, WiFi & Bluetooth, w/Keyboard, Windows 10 Pro (Renewed)",16,SSD,Intel UHD Graphics 620,0,Dell,Dell Latitude,Windows 10,Dell,Dell,2,Dell,Laptop,,3,other,SSD,Intel,12.3,1920,1080,1.74179328,1,other
99.2664,"Acer Chromebook Spin 511 2-in-1 with Intel Celeron N4000 1.1GHz (11.6-inch, 4GB RAM, 32GB Flash) Black (Renewed)",4 GB DDR4,32 GB Emmc,Intel UHD Graphics 600,0,acer,Acer Chromebook,Chrome OS,Intel,R752TN-C2J5,2,Acer,Chromebook,Celeron,1.1 GHz,other,,Intel,11.6,1366,768,1.2609857599999998,1,Black
197.2,"LincPlus P3 14 inch Laptop 4GB RAM 128GB 1080P Full HD IPS Thin and Light Traditional Computers, Intel Celeron Dual-Core Mini Notebook,Windows 10 Home in S Mode for Students and Business",4 GB LPDDR4,128 GB SSD,Intel UHD Grafik 500,1,LincPlus,LincPlus p3,Windows 10,Intel,LincPlus-P3-1409,4 GB,Intel,Laptop,Celeron,2.6 GHz,other,,Intel,14.0,1920,1080,1.4605662400000001,0,other
326.38640000000004,"HP 14"" HD Laptop for Student and Business, Intel Celeron N4120, 16GB RAM, 192GB Storage (64GB eMMC+5ave 128GB Flash Memory), 1 Year Office 365, HDMI, Wi-Fi, Bluetooth, Windows 11 Home, Black",16 DDR4,64 GB SSD,Intel UHD Graphics 600,0,HP,"HP 14"" HD Laptop",Windows 11 Home,Intel,"HP 14"" Chromebook Laptop",1,HP,Laptop,Celeron,1.1 GHz,other,eMMC,Intel,14.0,1366,768,2.0456999199999997,0,Black
2653.632,"Lenovo ThinkPad T14s Gen 3 21BR002TUS 14"" Notebook - WUXGA - 1920 x 1200 - Intel Core i7 12th Gen i7-1260P Dodeca-core (12 Core) 2.10 GHz - 16 GB Total RAM - 16 GB On-Board Memory - 512 GB SSD",16 GB,512 GB SSD,Intel Iris Xe Graphics,0,Lenovo,ThinkPad T14s Gen 3,Windows 11 Pro,Intel,21BR002TUS,2,Lenovo,Notebook,Intel Core i7,3,other,SSD,Intel,14.0,1920,1200,2.3133192,0,other
474.64,"2024 New 16” N5095 2.5K HD Laptop,Windows11, High-Speed Intel Celeron Processor, 16GB DDR4 RAM, Colorful Backlit Keyboard, Support Fingerprint Recognition (Blue, 16G+256GB SSD)",DDR4,SSD,Intel,2,YHBIN,16,Windows 11,Intel,2024,2,Intel,Laptop,Celeron,2 GHz,ddr4,SSD,Intel,16.0,2560,1600,1.57850016,0,Blue
814.6400000000001,"HP 17 Laptop i5-1235U, 512 GB SSD, 16GB RAM, 17.3"" HD+ Touchscreen, Win 11 Home Plus, 3 Cell, Silver Color, 64 GB Tech Warehouse Flashdrive",16 DDR4,512 GB SSD,Intel HD Graphics 520,2,HP,HP 17T,Windows 11 Home,Intel,HP,512 GB,HP,Laptop,core_i5,3,other,SSD,Other,17.3,1600,900,2.381358,0,Silver
663.4624,"lenovo est IdeaPad 15.6'' FHD Laptop, 20GB RAM, 1TB SSD, Intel Pentium Silver N6000, 1 Year Microsoft Office 365, Webcam, Type-C, SD Card Reader, Wi-Fi 6, Windows 11, JVQ MP Black",20 GB DDR4,1 TB SSD,Intel UHD Graphics,2,lenovo,Lenovo IdeaPad 1,Windows 11 S,Intel,IdeaPad,20 GB,lenovo,Laptop,Pentium,3 GHz,other,SSD,Intel,15.6,1920,1080,2.26796,0,Silver
367.1864000000001,"Laptop, 15.6 inch Laptop, 16GB RAM 512GB ROM, Intel Celeron Quad-Core Processors,1080P FHD, 38000mWh Battery, Laptop Computers Support WiFi, Bluetooth, Type-C, TF Card",DDR4,512 GB SSD,Intel,2,Maypug,MYLT1505,Windows 11 Home,Intel,MYLT1505,6,Intel,Laptop,Celeron,2.9 GHz,other,,Intel,15.6,1920,1080,1.72818552,0,other
719.44,"HP 15.6” FHD Laptop, Intel Core i3-1215U, 32GB RAM, 1TB SSD, Intel UHD Graphics, HD Webcam, Numpad, Wi-Fi 6, Bluetooth, Gray, Windows 11 Pro, 32GB USB Card",32 GB DDR4,1 TB SSD,Intel UHD Graphics,0,HP,HP 15,Windows 11 Pro,Intel,HP 15,2 GB,HP,Laptop,Intel Core i3,1.2 GHz,other,SSD,Intel,15.6,1920,1080,2.28610368,0,Gray
999.0560000000002,"ASUS TUF Gaming F17 Gaming Laptop, 17.3” 144Hz FHD IPS-Type Display, Intel Core i5-10300H, GeForce GTX 1650 Ti, 8GB DDR4, 512GB PCIe SSD, RGB Keyboard, Windows 10, Bonfire Black, FX706LI-ES53",8 GB DDR4,512 GB SSD,NVIDIA GeForce GTX 1650 Ti,3,ASUS,ASUS TUF Gaming F17,Windows 10 Home,Intel,FX706LI-ES53,8 GB,ASUS,Gaming,Intel Core i5,3,ddr4,SSD,Intel,17.3,1920,1080,2.59908216,0,Black
2555.44,"HP EliteBook 14"" WUXGA IPS Touchscreen Laptop | Intel i7-1360P 12-Core | Iris Xe Graphics | Backlit Keyboard | Fingerprint | Thunderbolt 4 | WiFi 6E | 48GB DDR5 2TB SSD | Win11 Pro",48 GB DDR5,2 TB SSD,Intel Iris Xe Graphics,2,HP,EliteBook 840 G10,Windows 11 Pro,Intel,EliteBook 840 G10,4,HP,Laptop,core_i7_family,4,ddr5,SSD,Intel,14.0,1920,1200,2.71248016,0,other
1155.9864,"Late 2020 Apple MacBook Air with Apple M1 Chip (13.3 inch, 16GB RAM, 256GB SSD Storage) Gold (Renewed)",16 GB,256 GB SSD,Integrated Apple GPU with 7-cores,0,Apple,MacBook Air,macOS Monterey,Intel,Mgnd3ll/a,,,SSD,apple_m1,3,other,SSD,Other,13.3,2560,1600,2.721552,1,Gold
285.5864,"HP Chromebook x2 11-da0023dx 11-inch Touchscreen Notebook Qualcomm Snapdragon 7c 8 GB Memory; 64 GB eMMC Storage 2-in-1 Laptop Tablet, Natural Silver Aluminum & Night Teal (Renewed)",8 GB DDR4,64 GB Emmc,Qualcomm Snapdragon 7c,2,HP,HP Chromebook,Chrome OS,Qualcomm,11-da0023dx,8 GB,HP,Chromebook,Snapdragon,1.8 GHz,other,eMMC,Other,11.0,1366,768,1.9867329599999999,1,Silver
503.1864000000001,"Morostron 15.6"" Full Metal Laptop Intel Quad-Core Processor, 16GB LPDDR4 RAM 256GB SSD and 1080P FHD IPS, Windows 11 Laptop Computer with Backlit Keyboard and Finger Print Touch ID, AC WiFi,Gray",16 GB LPDDR4,256 GB SSD,Intel,0,Morostron,LeadBook T7 PRO,Windows 11,Intel,LeadBook T7 PRO,16 GB,Intel,Laptop,Quad-Core,,other,SSD,Intel,15.6,1920,1080,1.6782904,0,Gray
367.1864000000001,"Laptop Computer, Traditional Laptop Computer, 16GB DDR4 512GB SSD, Intel Celeron Quad-Core Processors, 15.6"" 1080P FHD Laptops, 38000mWh Battery, WiFi, Type-C, TF Card, Mini-HDMI",15.99 GB DDR4,512 GB SSD,Intel,2,Maypug,MYLT1505,11,Intel,MYLT1505,6,Intel,Laptop,Celeron,2.9 GHz,ddr4,SSD,Intel,15.6,1920,1080,1.64653896,0,other
435.1864000000001,"HP 2023 Newest 14 Laptop 14"" FHD Display, 16GB RAM, 1TB SSD, AMD Ryzen 3 Processor Upto 3.5GHz, Type-C, HDMI, Fast Charge, 10 Hrs Long Battery Life, Windows 11 (Renewed)",16 GB DDR4,1 TB SSD,Intel UHD Graphics,0,HP,Notebook,Windows 11,AMD,HP,1 GB,HP,Laptop,Ryzen 3,3,other,SSD,AMD,14.0,1920,1080,1.4514944,1,other
,"HP 2022 Pavilion 15.6"" FHD IPS Micro-Edge Laptop AMD 8-Core Ryzen 7 5700U Radeon Graphics 24GB RAM DDR4 512GB NVMe SSD USB-C WiFi AX Bluetooth HDMI 2.0 Webcam Windows 10 Pro w/RE USB",24 GB DDR4,512 GB SSD,AMD Radeon Graphics,3,HP,HP-15-EH100,Windows 10 Pro,AMD,HP-15-EH100,6,HP,Laptop,Ryzen 7,1.8 GHz,ddr4,SSD,AMD,15.6,1920,1080,1.7508651199999998,0,other
212.0104,"Toshiba Tecra Z50-A1503 15.6"" LED Ultrabook, Intel Core i7-4600U 2.10 GHz, 8GB DDR3, 256GB SSD, Intel HD Graphics 4400, (Renewed)",8 GB DDR3,256 GB SSD,Intel HD Graphics 4400,0,Toshiba,Toshiba Tecra,Windows 7,Intel,15,6,Intel,Ultrabook,Intel Core i7,2.1 GHz,ddr3,SSD,Intel,15.6,1366,768,3.175144,1,other
1602.7464000000002,"HP- Spectre 2-in-1 | Display: 16"" 3K+ Touch-Screen | Processor: Intel Evo Core i7 | RAM: 16GB | Memory: 512GB | Pen Included - Nightfall Black",16,512 GB SSD,Intel Iris Xe Graphics,0,HP,16-f2013dx,Windows 11 Home,Intel,16-f2013dx,2,HP,,Core i7,3200 MHz,other,,Intel,16.0,3840,2160,4.30005216,0,Black
3535.9864,"Lenovo ThinkPad P1 (2024) 16"" 4K (3840x2400) (Intel Core i9-11950H vPro, 32GB RAM, 1TB SSD, RTX 3080 16GB) Mobile Workstation Laptop, Fingerprint, Backlit, 3-Yr WRT, IST Cable, Wi-Fi 6, Win 11 Pro",32 GB DDR4,1 TB SSD,NVDIA RTX 3080 16GB,2,Lenovo,Thinkpad P1 Gen 4,Windows 11 Pro,Intel,Thinkpad P1,6,Lenovo,SSD,Intel Core i9,3,other,SSD,Intel,16.0,3840,2400,1.80983208,0,other
1767.9864000000002,"16 inch Laptop, 16GB DDR4 512GB SSD, Intel Quad-Core N95 Processor (up to 3.4Ghz) Windows 11 Pro, Laptop Computer with Metal Body Support 16:10 1080P, 2.4/5G WiFi, Bluetooth 4.2, Full-Function Type-C",LPDDR4,512 GB SSD,Intel HD Graphics 520,3,XKMURT,N16,Windows 11,Intel,Laptop,2,Intel,Laptop,Quad-Core,3,ddr4,SSD,Intel,16.0,1920,1200,1.9368378399999997,0,other
746.2184000000001,"HP Essential 17.3"" HD+ Laptop Computer, 16GB DDR4 RAM, 1TB PCIe SSD, Quad-Core Intel Core i3-1125G4(> i5-1035G4), Numeric Keypad, Webcam, WiFi, HDMI, Type-C, Windows 11, Silver, w/CUE Accessories",16 GB DDR4,1 TB SSD,Intel UHD Graphics,1,HP,HP,Windows 11,Intel,HP,16 GB,HP,Laptop,Quad-Core,3,ddr4,SSD,Intel,17.3,1600,900,2.3586784,0,Silver
1047.1864,"Acer Chromebook Enterprise Spin 514 Convertible Laptop | AMD Ryzen 5 3500C | 14"" Full HD IPS Touch Display | 8GB DDR4 | 128GB SSD | microSD | Wi-Fi 5 | Backlit Keyboard | Chrome OS | CP514-1WH-R1H8",8 GB DDR4,128 GB SSD,AMD Radeon,3,acer,CP514-1WH-R1H8,Chrome OS,AMD,NX.A02AA.002,8 GB,Acer,Chromebook,Ryzen 5,5,ddr4,SSD,AMD,14.0,1920,1080,1.55128464,0,other
639.1864,HP Pavilion Touchscreen 14 2-in-1 Convertible Laptop 14.1in Full HD in Silver Intel 10-core i5-1235U up to 4.3Ghz 256GB SSD 8GB DDR4 WiFi BT Webcam HDMI Pen iSlik (14-DY200 - Renewed),DDR4,256 GB SSD,Intel,0,HP,Pavilion,Windows 11,Intel,14-dy,8 GB,HP,Convertible,core i5,4,ddr4,SSD,Intel,14.1,1920,1080,2.19538528,1,Silver
474.64,"2024 New 16” N5095 2.5K HD Laptop,Windows11, High-Speed Intel Celeron Processor, 16GB DDR4 RAM, Colorful Backlit Keyboard, Support Fingerprint Recognition (Blue, 16G+256GB SSD)",DDR4,SSD,Intel,2,YHBIN,16,Windows 11,Intel,2024,2,Intel,Laptop,Celeron,2 GHz,ddr4,SSD,Intel,16.0,2560,1600,1.57850016,0,Blue
611.9864,"HP Newest 14"" HD Touchscreen Laptop Computer, for Business and Students, AMD Ryzen 3 5300U(4 Cores), 16GB RAM, 1TB NVMe SSD, WiFi, Webcam, Type-C, HDMI, Fast Charge, Win 11, w/CUE Accessories",DDR4,1 TB SSD,AMD Radeon Graphics,0,HP,HP,Windows 11,AMD,HP,4,HP,Laptop,Ryzen 3,3,other,SSD,AMD,14.0,1366,768,1.4696380800000002,0,other
890.8000000000001,"Dell Latitude 5420 Rugged Laptop, 14 inch FHD (1920 x 1080) Touchscreen, Intel Core i5-8350U, 32GB RAM, 512GB SSD, Windows 10 Pro (Renewed)",DDR4,512 GB SSD,Intel,0,Dell,Dell Latitude 5420,Windows 10 Pro,Intel,Dell Latitude 5420,,Dell,Laptop,Intel Core i5,1.7 GHz,other,SSD,Intel,14.0,1920,1080,2.2226008,1,other
707.1864,"MSI Modern 14"" FHD Laptop | Intel Core i5-1155G7 Processor | 16GB RAM | 512GB SSD | Intel Iris Xe Graphics | Backlit Keyboard | Windows 11 Home | Black | Bundle with USB 3.0 Hub",16 GB DDR4,512 GB SSD,Intel Iris Xe Graphics,0,MSI,MSI,Windows 11 Home,Intel,MSI Modern,,MSI,Laptop,Intel Core i5,3,other,SSD,Intel,14.0,1920,1080,1.7009699999999999,0,other
918.0,"Lenovo IdeaPad Slim 5 16"" WUXGA (1920 X 1200) IPS Touch Laptop, AMD Ryzen 7 7730U (8 Core) 2 GHz, 16GB RAM, 512GB PCIe SSD, Backlit Keyboard, Fingerprint Reader, Windows 11, Abyss Blue, EAT Cloth",16 GB DDR4,512 GB SSD,Radeon Graphics,0,Lenovo,AMD Ryzen 7 7730U,Windows 11 Home,AMD,AMD,8,Lenovo,Laptop,AMD Ryzen 7,5,other,SSD,AMD,16.0,1920,1200,1.8914786399999999,0,Blue
1535.44,"Acer Predator Triton 500 SE Gaming/Creator Laptop | 12th Gen Intel i7-12700H | GeForce RTX 3060 | 16"" WQXGA 240Hz G-SYNC Display | 16GB DDR5 | 512GB Gen 4x4 SSD | Killer Wi-Fi 6E | PT316-51s-7397",16 GB DDR5,SSD,NVIDIA GeForce RTX 3060,3,acer,PT316-51s-7397,Windows 11 Home,Intel,NH.QGJAA.001,6 GB,Acer,Gaming,,,ddr5,SSD,Intel,16.0,2560,1600,2.39950168,0,other
216.24,"ASUS (Renewed) C423NA Chromebook 14 14"" FHD Laptop Computer, Intel Celeron N3350 Processor, 8GB LPDDR4 RAM, 64GB eMMC, 802.11AC WiFi, Bluetooth, Type-C, Silver, Chrome OS",8 GB,64 GB,Intel HD Graphics 500,0,ASUS,Chromebook,Chrome OS,Intel,C423,,ASUS,Chromebook,Celeron,1.1 GHz,other,eMMC,Intel,14.0,1920,1080,1.9232300800000002,1,Silver
488.24,"15.6inch Windows 11 Laptop, 16GB RAM/1TB NVMe SSD, 1920x1080 IPS Display, Intel N95 Quad Core Laptop Computer, Support 2.4G/5G Hz WiFi, BT, RJ45, Type-c PD 3.0 Charging",16 DDR4,1 TB SSD,Intel UHD Graphics 600,2,Coolby,RiaBook,Windows 11 Pro,Intel,15,2,Intel,Laptop,intel_mobile_cpu,3,other,SSD,Intel,15.6,1920,1080,1.6964340800000002,0,other
504.54640000000006,"Dell 2023 Inspiron 15 Laptop, 15.6"" FHD Display, Intel Core i3-1215U Processor (Beat i5-1135G7), 8GB RAM, 512GB SSD, Numeric Keypad, Wi-Fi 6, Bluetooth, Windows 11 Home, Black",8 DDR4,512 GB SSD,Intel UHD Graphics,2,Dell,Inspiron 15 Laptop,Windows 11 Home,Intel,Inspiron 15 Laptop,6,Dell,Laptop,Intel Core i3,4.4 GHz,other,SSD,Intel,15.6,1920,1080,1.6556108,0,Black
543.9864,"Lenovo 15.6"" IdeaPad Laptop, AMD Dual-Core Processor, 20GB RAM, 1TB SSD (128GB eMMC+1TB PCIe SSD), Wi-Fi 6 and Bluetooth 5.0, HDMI, NLY MP, Windows 11",20 GB DDR4,1 TB SSD,AMD Radeon Graphics,2,Lenovo,IdeaPad,Windows 11 S,AMD,IdeaPad Laptop,20 GB,Lenovo,Laptop,Dual-Core,5,other,SSD,AMD,15.6,1366,768,1.587572,0,other
964.24,"ASUS 2024 Newest Vivobook Business Laptop, 16"" FHD Display, AMD Ryzen 7-5800HS (8-core), 40GB RAM, 1TB SSD, AMD Radeon Graphics, Wi-Fi 6, Long Battery Life, Win 11 Pro, with Laptop Stand",DDR4,1 TB SSD,AMD Radeon,3,ASUS,ASUS Vivobook,Windows 11 Pro,AMD,ASUS Vivobook,8,ASUS,Vivobook,AMD Ryzen 7,4.4 GHz,other,SSD,AMD,16.0,1920,1080,1.87787088,0,other
1887.6664,"Dell Latitude Rugged 14 5430 Laptop (2022) | 14"" FHD Touch | Core i5 - 512GB SSD - 16GB RAM | 4 Cores @ 4.4 GHz - 11th Gen CPU Win 11 Pro (Renewed)",16 GB DDR4,512 GB SSD,Intel Integrated Graphics,0,Dell,Latitude Rugged 5430 Laptop,Windows 11 Pro,Intel,Latitude Rugged 5430 Laptop,1.00,Dell,Laptop,Core i5,4,other,SSD,Other,14.0,1920,1080,3.50626616,1,other
259.8552,"acer Chromebook 315 Laptop - for Student and Business, 15.6"" HD Display, Intel Dual-Core CPU, 4GB RAM, 64GB eMMC, Intel UHD Graphics, Long Battery Life, Wi-Fi, Bluetooth, Chrome OS, with Bag & Stand",LPDDR4,64 GB Emmc,Intel UHD Graphics 600,4,acer,acer Chromebook 315,Chrome OS,Intel,acer Chromebook Laptop,4 GB,acer,Chromebook,Dual-Core,2.8 GHz,other,eMMC,Intel,15.6,1366,768,1.62839528,0,other
2025.04,"Lenovo ThinkPad T14 Gen 4 Intel Core i7-1355U, 14"" WUXGA (1920 x 1200) IPS 300nits Touch Screen, 32GB RAM, 1TB SSD, Backlit KYB Fingerprint Reader, Windows Pro",DDR5,1 TB SSD,Intel UHD Graphics,0,Lenovo,Lenovo ThinkPad T14 Gen 4,Windows 11 Pro,Intel,21HD,16 GB,Lenovo,SSD,Intel Core i7,4,other,SSD,Intel,14.0,1920,1200,3.628736,0,other
2313.7272000000003,"Dell XPS 15 9510 FHD 15.6 Inch Non-Touch Laptop PC Intel Core i9-11900H Processor, 32GB Ram, 1TB NVMe SSD, Thunderbolt, NVIDIA RTX 3050 4GB GDDR6, Windows 10 Pro (Renewed)",32 GB DDR4,1 TB SSD,NVIDIA Quadro 3050 6GB GDDR6,0,Dell,Dell XPS 15 9510 Laptop,Windows 10 Pro,Intel,XPS,6,Dell,Laptop,Intel Core i9,2 GHz,other,SSD,Intel,15.6,1920,1020,2.0865232,1,other
903.6928,"HP Essential Laptop, 17.3"" FHD Display, Intel Core i5-1335U, 16GB RAM, 512GB PCIe M.2 SSD, Wi-Fi 6, Webcam, Numeric Keypad, Windows 11 Home, Blue",16 GB DDR4,512 GB SSD,Intel Iris Xe Graphics,3,HP,HSN-C13C-7_46Q0*AV,Windows 11 Home,Intel,HSN-C13C-7_46Q0*AV,2,HP,Laptop,Intel Core i5,3,other,SSD,Intel,17.3,1920,1080,2.0865232,0,Blue
1037.8296,"Lenovo 2024 Newest IdeaPad Laptop - 15.6"" FHD Display, for Business and Student, Intel Core i5-1235U(up to 4.4GHz), 40GB RAM, 2TB SSD, HD Webcam, Wi-Fi 6, Windows 11 Pro",DDR4,2 TB SSD,Intel Iris Xe Graphics,2,Lenovo,IdeaPad 1i,Windows 11 S,Intel,IdeaPad 1i,6,Lenovo,Laptop,Intel Core i5,4,other,SSD,Intel,15.6,1920,1080,1.59664384,0,other
883.9864000000001,"SGIN Laptops, Laptop 17 Inch, 4GB DDR4 128GB SSD Laptops Computer with Intel Core i3 Processor (up to 2.4 GHz), 60800mWh Long Battery, Webcam, Mini HDMI, USB3.2 * 2, Dual WiFi, Type-C, (Black)",4 GB DDR4,128 GB SSD,Integrated,0,SGIN,Laptop,11,Intel,M17S,2,Intel,Laptop,Intel Core i3,2.4 GHz,ddr4,SSD,Intel,17.3,1366,768,1.84611944,0,Black
956.2024,"Dell Latitude 3540 15.6"" Notebook - HD - 1366 x 768 - Intel Core i5 13th Gen i5-1335U Deca-core (10 Core) - 8 GB Total RAM - 256 GB SSD, 0.80"" x 14.1"" x 9.4""",8 GB,256 GB SSD,Intel,0,Dell,Latitude,Windows 11 Pro,Intel,3540,6,Dell,Notebook,Intel Core i5,4,other,256,Intel,15.6,1366,768,2.8122704,0,other
1154.64,"HP 2023 14 inch FHD Laptop, Anti-Glare IPS Display, 13th Gen Intel i7-1355U Processor, 32GB RAM 1TB PCIe SSD, Backlit Keyboard, True Vision HD Webcam, WiFi 6, Bluetooth, Windows 11 Home, Silver",32 GB 32 Gb,1 TB SSD,Intel UHD Graphics,0,HP,HP Laptop,Windows 11 Home,Intel,HP 14 Laptop,32 GB,HP,Laptop,apple_ci7,1.7 GHz,other,SSD,Intel,14.0,1920,1080,2.0865232,0,Silver
268.72240000000005,"HP - 14"" Laptop - AMD Ryzen 3 - 8GB Memory - 128GB SSD - Natural Silver - Model 14-fq0033dx",4 GB DDR4,128 GB SSD,AMD,1,HP,14-fq0033dx,Windows 11 S,AMD,14-fq0033dx,8 GB,HP,Laptop,Ryzen 3,3,other,SSD,AMD,14.0,1366,768,2.11373872,0,Silver
