Price,Title,Brand,Processor Brand,Memory Technology,Hard Disk Description,DisplaySizeInches,HorizontalPixels,VerticalPixels,WeightKg,Refurbished,base_color,RAM_in_GB,Graphics_Coprocessor_Brand,OS_Name,Graphics Storage (GB),Laptop_Type,ProcessorManufacturer,ProcessorSpeedGHz,PPI
480,"ZEBRONICS Laptop PRO Series Y NBC 2S, Intel Core 11th Gen i5 Processor (16GB RAM | 512GB SSD), 15.6-Inch (39.6 CM) IPS Display, (Ultra Slim | 38.5 Wh Large Battery | Windows 11 | Silver | 1.65 Kg)",zebronics,Intel,other,SSD,15.6,1920.0,1080.0,1.8,0,Silver,16,Intel,Windows,6,Laptop,Intel I5,2.2,141.21199808219862
251,"(Renewed) Dell Intel 5th Gen Core i5 5300U 14-Inch (35.56 cms) Laptop (8 GB/256 GB SSD/Windows 10/Intel HD Graphics/Black/), Latitude E5450",dell,Other,other,Other,35.56,1920.0,1080.0,1.8,1,Black,8,Intel,Windows,8,Laptop,Intel I5,3.0,61.94902053099826
384,"(Refurbished) Dell Latitude Laptop 5400 Intel Core i5 Mobile-8th Gen -Processor , 16 GB Ram & 512 GB SSD, 14 Inches FHD 1080p Screen Notebook Computer",dell,Intel,ddr4,SSD,14.0,1920.0,1080.0,1.5699999999999998,1,Black,16,Intel,Windows,16,Laptop,Intel I5,1.6,157.3505121487356
896,"Lenovo IdeaPad Gaming 3 AMD Ryzen 5 7535HS 15.6"" (39.62cm) FHD IPS 120Hz Gaming Laptop (16GB/512GB SSD/Win 11/NVIDIA RTX 2050 4GB/Alexa/3 Month Game Pass/Onyx Grey/2.32Kg), 82SB00NXIN",lenovo,AMD,other,SSD,15.6,1920.0,1080.0,2.32,0,Grey,16,NVIDIA,Windows,4,Gaming,AMD RYZEN 5,3.3,141.21199808219862
1088,"Acer Nitro 5 12th Gen Intel Core Intel Core i5-12500H Processor 15.6-inch (39.62 cms) FHD 144 Hz Gaming Laptop (16 GB RAM/RTX 3050 Graphics/512 GB SSD/Windows 11 Home/2.5 Kgs/RGB Backlit), AN515-58",acer,Intel,ddr4,SSD,15.6,1920.0,1080.0,2.5,0,Black,16,NVIDIA,Windows,4,Laptop,Intel I5,4.5,141.21199808219862
656,"HP Laptop 15s, 12th Gen Intel Core i3-1215U, 15.6-inch (39.6 cm), FHD, 8GB DDR4, 1TB SSD, Intel UHD Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2021, Silver, 1.69 kg), fy5005TU",hp,Intel,ddr4,SSD,39.6,1920.0,1080.0,1.69,0,Silver,16,Intel,Windows,8,Netbook,Intel I3,4.4,55.62896894147218
294,"(Refurbished) Lenovo ThinkPad 6th Gen Intel Core i5 Thin & Light HD Laptop (8 GB RAM/512 GB SSD/14"" (35.6 cm) HD/Windows 11/MS Office/WiFi/Bluetooth/Webcam/Intel Graphics), Black",lenovo,Intel,ddr3,SSD,14.0,1366.0,768.0,1.7,1,Black,8,Intel,Windows,8,Laptop,Intel I5,2.3,111.93520355955211
560,"Dell 15 Laptop, Intel Core i3-1115G4 Processor/8GB DDR4/512GB SSD/Intel UHD Graphics/15.6"" (39.6cm) FHD 120Hz Refresh, 250 nits/Mobile Connect/Win 11+MSO'21/15 Month McAfee/Black/Thin & Light-1.66kg",dell,Intel,ddr4,SSD,15.6,1920.0,1080.0,1.66,0,Black,16,Intel,Windows,6,Laptop,Intel I3,4.1,141.21199808219862
1160,"HP Pavilion Plus 13th Gen Intel EVO Core i5-1340P 14inch(35.6 cm), Metal Body,TUV Certified 2.2K,Micro Edge Display(16GB RAM/512GB SSD/B&O/5MP Camera/Intel Iris Xe Graphics/FPR/MSO/Win 11,14-eh1022TU",hp,Intel,other,SSD,35.6,2240.0,1400.0,1.41,0,Silver,16,Intel,Windows,6,Laptop,Intel I5,4.6,74.19985160044519
941,"ASUS TUF Gaming F15, 15.6""(39.62 cms) FHD 144Hz, Intel Core i5-11400H 11th Gen, RTX 3050 4GB Graphics, Gaming Laptop (8GB/512GB SSD/90WHrs Battery/Windows 11/Office 2021/Black/2.3 kg) FX506HC-HN089WS",asus,Intel,ddr4,SSD,15.6,1920.0,1080.0,2.3,0,Graphite,8,NVIDIA,Windows,4,Gaming,Intel I5,2.7,141.21199808219862
1396,"Lenovo IdeaPad Slim 5 Intel Core i7 13700H 16"" (40.6cm) 2.5K IPS 350Nits Laptop (16GB/1TB SSD/Win 11/Office 2021/Backlit KB/FHD 1080p +IR Camera/Alexa/3 Month Game Pass/Cloud Grey/1.9Kg), 82XF0078IN",lenovo,Intel,other,SSD,16.0,1920.0,1080.0,1.89,0,Grey,16,Intel,Windows,2,Laptop,Intel I7,2.4,137.68169813014364
1016,"HP Pavilion 15, AMD Ryzen 7 5700U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 1TB SSD, AMD Radeon Graphics, FPR, 720p HD Camera, Backlit KB, Audio by B&O (Win 11, MSO 2021, Silver, 1.75 kg), eh1147AU",hp,AMD,ddr4,SSD,15.6,1920.0,1080.0,1.75,0,Silver,16,AMD,Windows,1,Laptop,AMD RYZEN 7,4.3,141.21199808219862
384,"(Refurbished) HP EliteBook 430 G6 8th Gen Core i5 Laptop, 16 GB RAM, 512GB SSD , 13.3 inch, Windows 11 (Upgraded), MS Office, black",hp,Intel,ddr4,SSD,13.3,1280.0,1024.0,2.5,1,Silver,16,Intel,Windows,2,Laptop,Intel I5,1.6,123.24810562276761
952,"Lenovo IdeaPad Slim 3 Intel Core i7 11th Gen 15.6"" (39.62cm) FHD Laptop (16GB/512GB SSD/Win 11/Office 2021/2 Years Warranty/Arctic Grey/1.65Kg), 82H803B6IN",lenovo,Intel,ddr4,SSD,15.6,1920.0,1080.0,1.65,0,Grey,16,Intel,Windows,6,Laptop,Intel I7,4.7,141.21199808219862
950,"Lenovo IdeaPad Slim 3 Intel Core i5-13420H 15.6"" (39.6cm) FHD IPS 300 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/Office 2021/1 Yr Warranty + ADP/Alexa/3 Month Game Pass/Grey/1.62Kg), 83EM0026IN",lenovo,Intel,other,SSD,15.6,1920.0,1080.0,1.62,0,Grey,16,Intel,Windows,6,Portable,Intel I5,2.1,141.21199808219862
656,"ZEBRONICS Laptop PRO Series Z NBC 5S, Intel Core 12th Gen i7 Processor (16GB RAM | 512GB SSD), 15.6-Inch (39.6 CM) IPS Display, (Ultra Slim | 38.5 Wh Large Battery| Windows 11 | Space Grey | 1.76 Kg)",zebronics,Intel,ddr4,SSD,15.6,1920.0,1080.0,1.76,0,Grey,16,Intel,Windows,6,Laptop,Intel I7,4.7,141.21199808219862
992,"HP Victus Gaming Laptop Intel® Core™ i5-12450H, 15.6inch(39.6cm),16GB DDR4, 512GB PCIe, NVIDIA® GeForce RTX™ 2050 GPU,FHD,MSO,Mica Silver,B&O,Dual Speakers,Win 11,2.37 kg,15-fa1099TX",hp,Intel,ddr4,SSD,39.6,1920.0,1080.0,2.37,0,Silver,16,NVIDIA,Windows,4,Laptop,Intel I5,4.4,55.62896894147218
672,"HP Laptop 15, AMD Ryzen 5 7520U, 15.6-inch (39.6 cm), FHD, 8GB LPDDR5, 512GB SSD, AMD Radeon Graphics, FPR, FHD Camera, Metal ID Cover, Backlit KB (Win 11, MSO 2021, Silver, 1.59 kg), FC0029AU",hp,AMD,ddr5,SSD,39.6,1920.0,1080.0,2.4,0,Silver,16,AMD,Windows,6,Laptop,AMD RYZEN 5,4.3,55.62896894147218
1165,"Lenovo ThinkPad E14 Intel Core i5 12th Gen 14"" FHD Thin and Light Laptop (16GB RAM/1TB SSD/Windows 11 Home/Office 2021/FPR/Backlit Keyboard/Black/1.59 kg), 21E3S04U00",lenovo,Intel,ddr4,SSD,14.0,1920.0,1080.0,1.59,0,Black,16,Intel,Windows,16,Laptop,Intel I5,1.3,157.3505121487356
1800,"Acer Predator Helios Neo 16 Gaming Laptop 13th Gen Intel Core i7 Processor (16 GB/1 TB SSD/Windows 11 Home/NVIDIA ® GeForce RTX ¢ 4050) PHN16-71, (16"") WUXGA Display",acer,Intel,ddr5,SSD,16.0,1920.0,1200.0,2.6,0,Black,16,NVIDIA,Windows,6,Laptop,Intel I7,3.0,141.50971698084905
270,"(Refurbished) Lenovo ThinkPad 5th Gen Intel Core i5 Thin & Light HD Laptop (16 GB RAM/256 GB SSD/14"" (35.6 cm) HD/Windows 10 Pro/MS Office/WiFi/Bluetooth/Webcam/Intel Graphics), Black",lenovo,Intel,ddr3,SSD,14.0,1366.0,768.0,1.7,1,Black,16,Intel,Windows,16,Laptop,Intel I5,2.2,111.93520355955211
6,Razer Goliathus Mobile Stealth Portable Gaming Mouse Pad (Black) - RZ02-01820500-R3M1,razer,Other,other,Other,12.5,1920.0,1080.0,0.052,0,Black,8,Other,Other,6,Gaming,Other,3.0,176.23257360658386
496,"ZEBRONICS Laptop PRO Series Y NBC 2S, Intel Core 11th Gen i5 Processor (16GB RAM | 512GB SSD), 15.6-Inch (39.6 CM) IPS Display, (Ultra Slim | 38.5 Wh Large Battery | Windows 11 | Sage Green | 1.65 Kg)",zebronics,Intel,other,SSD,15.6,1920.0,1080.0,1.8,0,Green,16,Intel,Windows,6,Laptop,Intel I5,2.4,141.21199808219862
320,"(Renewed) DELL Latitude 5490 Core i5 7th Gen Laptop, 16 GB RAM, 256GB SSD, Intel HD Graphics, 14 inch (36.83 cms) HD Screen, Windows 11 (Upgraded), MS Office, Black, Slim",dell,Intel,ddr4,SSD,14.0,1280.0,720.0,2.45,1,Black,16,Intel,Windows,2,Laptop,Intel I5,2.6,104.9003414324904
1040,"Samsung Galaxy Book3 Core i5 13th Gen 1335U - (16 GB/512 GB SSD/Windows 11 Home) Galaxy Book3 Thin and Light Laptop (15.6 Inch, Silver, 1.58 Kg, with MS Office)",samsung,Intel,other,SSD,39.62,1920.0,1080.0,1.58,0,Silver,16,Intel,Windows,16,Laptop,Intel I5,4.6,55.60088768506559
504,"MSI Modern 14 C12M, Intel 12th Gen. i3-1215U, 36CM FHD 60Hz Laptop (8GB/512 NVMe SSD/Windows 11 Home/UDH Graphics,/Urban Silver/1.4Kg), C12M-445IN",msi,Intel,ddr4,SSD,36.0,1920.0,1080.0,1.4,0,Silver,16,Intel,Windows,1,Laptop,Intel I3,3.3,61.191865835619396
688,"Lenovo ThinkBook 15 G5 AMD Ryzen 7 7730U 15.6"" FHD Antiglare 250 Nits Thin and Light Laptop (8GB RAM/512GB SSD/Windows 11 Home/Fingerprint Reader/Backlit/Mineral Grey/1 Year Onsite/1.7 kg), 21JFA00BIN",lenovo,AMD,ddr4,SSD,15.6,1920.0,1080.0,1.7,0,Grey,8,AMD,Windows,6,Laptop,AMD RYZEN 7,2.0,141.21199808219862
1056,"HP Victus Gaming Laptop, 12th Gen Intel Core i5-12450H, 4GB RTX 2050 GPU, 15.6-inch (39.6 cm), 50W TGP, FHD, IPS, 144Hz, 16GB DDR4, 1TB SSD, Backlit KB, B&O (MSO, Blue, 2.37 kg), fa1145TX",hp,Intel,ddr4,SSD,39.6,1920.0,1080.0,2.29,0,Blue,16,NVIDIA,Windows,16,Laptop,Intel I5,4.4,55.62896894147218
550,"Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/3months Game Pass/Arctic Grey/1.63Kg), 82RK00VTIN",lenovo,Intel,ddr4,SSD,15.6,1920.0,1080.0,1.63,0,Grey,8,Intel,Windows,8,Portable,Intel I3,4.4,141.21199808219862
1123,"Lenovo IdeaPad Slim 5 Intel Core i5 13500H 16""(40.6cm) WUXGA IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Cloud Grey/1.89Kg), 82XF003GIN",lenovo,Intel,other,SSD,16.0,1920.0,1080.0,1.89,0,Grey,16,Intel,Windows,1,Portable,Intel I5,2.6,137.68169813014364
493,"HP Laptop 15s, Intel Pentium Silver N6000, 15.6-inch (39.6 cm), HD, 8GB DDR4, 512GB SSD, Intel UHD Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2021, Silver, 1.65 kg), fq3073TU",hp,Intel,ddr4,SSD,39.6,1920.0,1080.0,1.69,0,Silver,16,Intel,Windows,8,Netbook,Other,3.3,55.62896894147218
560,"Dell 14 Laptop, 12th Gen Intel Core i3-1215U Processor/8GB/512GB SSD/Intel UHD Graphics/14.0""(35.56cm) FHD/Windows 11 + MSO'21/15 Month McAfee/Spill-Resistant Keyboard/Grey/Thin & Light 1.48kg",dell,Intel,ddr4,SSD,14.0,1920.0,1080.0,1.48,0,Silver,8,Intel,Windows,2,Laptop,Intel I3,0.9,157.3505121487356
493,"HP Laptop 15s, Intel Pentium Silver N6000, 15.6-inch (39.6 cm), HD, 8GB DDR4, 512GB SSD, Intel UHD Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2021, Silver, 1.65 kg), fq3073TU",hp,Intel,ddr4,SSD,39.6,1920.0,1080.0,1.69,0,Silver,16,Intel,Windows,8,Netbook,Other,3.3,55.62896894147218
480,"ZEBRONICS Laptop PRO Series Y NBC 2S, Intel Core 11th Gen i5 Processor (16GB RAM | 512GB SSD), 15.6-Inch (39.6 CM) IPS Display, (Ultra Slim | 38.5 Wh Large Battery | Windows 11 | Silver | 1.65 Kg)",zebronics,Intel,other,SSD,15.6,1920.0,1080.0,1.8,0,Silver,16,Intel,Windows,6,Laptop,Intel I5,2.2,141.21199808219862
1792,"HP Omen Gaming Laptop, AMD Ryzen™ 7 7840HS,16.1 inch(40.9cm) FHD,Micro-Edge,16GB RAM,512GB SSD,MSO,NVIDIA GeForce RTX(4060 8GB GDDR6),Win 11,Shadow Black, 2.32kg, 16-xf0059AX",hp,AMD,ddr5,SSD,40.9,1920.0,1080.0,2.32,0,Black,16,NVIDIA,Windows,8,Laptop,AMD RYZEN 7,5.1,53.860811004457176
432,"ASUS Chromebook CM14, Octa-Core MediaTek Kompanio 520, 14"" (35.56 Cms) FHD, Thin and Light Chromebook (8GB RAM/128GB eMMC Storage/Chrome OS/Gray/1.45 Kg), CM1402CM2A-EK0085",asus,Other,other,Other,35.56,1920.0,1080.0,1.45,0,Gray,16,Other,Other,1,Chromebook,Other,2.0,61.94902053099826
592,"Dell 14 Laptop, AMD Ryzen R5-5500U/ 8GB DDR4, 2400 MHz/ 512GB/ 14.0"" (35.56cm) FHD Display with Comfort View/Windows 11 + MSO'21/15 Month McAfee/Spill-Resistant Keyboard/Carbon Black/ 1.48kg",dell,AMD,ddr4,SSD,14.0,2400.0,2400.0,1.48,0,Carbon,16,AMD,Windows,1,Laptop,AMD RYZEN 5,4.0,242.4366106925306
1200,"ASUS Vivobook S15 OLED 2022, 15.6"" 39.62 cm FHD OLED, Intel Core Evo i5-12500H 12th Gen, Thin and Light Laptop (16GB/512GB SSD/Iris Xe Graphics/Windows 11/Office 2021/Black/1.8 kg) K3502ZA-L502WS",asus,Intel,ddr4,SSD,39.62,1920.0,1080.0,1.8,0,Black,16,Intel,Windows,16,Laptop,Intel I5,4.5,55.60088768506559
800,"HP Laptop 14, AMD Ryzen 5 7520U, 14-inch (35.6 cm), FHD, 16GB LPDDR5, 512GB SSD, AMD Radeon Graphics, FPR, FHD Camera w/Privacy Shutter, Backlit KB (Win 11, MSO 2021, Silver, 1.4 kg), em0027AU",hp,AMD,other,SSD,35.6,1920.0,1080.0,1.41,0,Silver,16,AMD,Windows,16,Netbook,AMD RYZEN 5,4.3,61.879414889952194
520,Acer Extensa 15 Laptop Intel Core i3 N305 8 core Processor (8 GB/256 GB SSD/Win11 Home/MS Office Home and Student/Intel UHD Graphics/1.7 KG/Silver) EX215-33 FHD Display,acer,Intel,other,SSD,15.6,1920.0,1080.0,1.7,0,Silver,8,Intel,Windows,8,Laptop,Intel I3,1.7,141.21199808219862
261,"HP (Renewed) EliteBook 820 G3 12.5 Inch Display,Intel core i5-6th Gen, 8gb Ram, 256gb Ssd,Windows 10 Pro, MS Office 2019,Silver",hp,Intel,other,SSD,12.5,1366.0,768.0,2.27,1,Silver,16,Intel,Windows,6,Laptop,Intel I5,2.8,125.36742798669837
957,"Acer Aspire 5 Gaming Laptop Intel Core i5 12th gen (16 GB/512 GB SSD/Win11 Home/4GB Graphics/RTX 2050) A515-57G (15.6"" FHD Display, 1.8 Kg)",acer,Intel,other,SSD,15.6,1920.0,1080.0,1.8,0,other,16,NVIDIA,Windows,4,Laptop,Intel I5,3.3,141.21199808219862
238,"(Refurbished) Lenovo V310 7th Gen Intel Core i3 Thin & Light HD Laptop (8 GB RAM/256 GB SSD/14"" (35.6 cm) HD/Windows 11/MS Office/WiFi/BT/Webcam/Intel Graphics)",lenovo,Intel,ddr4,SSD,14.0,1920.0,1080.0,1.61,1,other,8,Intel,Windows,8,Portable,Intel I3,2.4,157.3505121487356
974,"ASUS Vivobook S 14 Flip 2022, AMD Ryzen 5 5600H, 14.0-inch (35.56 cm) FHD+ 16:10, 2-in-1 Laptop (8GB/512GB SSD/Win11/Office 2021/Backlit/FingerPrint/50WHr/Cool Silver/1.50 kg), TN3402QA-LZ520WS",asus,AMD,ddr4,SSD,14.0,1920.0,1200.0,1.5,0,Silver,16,AMD,Windows,2,Portable,AMD RYZEN 5,4.2,161.72539083525606
512,"Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 15.6 inch (39.62cm) FHD Thin & Light Laptop (8GB/256GB SSD/Windows 11/3months Game Pass/Arctic Grey/1.63Kg), 82RK011DIN",lenovo,Intel,ddr4,SSD,15.6,1920.0,1080.0,1.63,0,Grey,8,Intel,Windows,6,Portable,Intel I3,1.2,141.21199808219862
346,"(Renewed) DELL Latitude 5490 Core i5 8th Gen Laptop, 8 GB RAM, 256GB SSD, Intel HD Graphics, 14 inch (36.83 cms) HD Screen, Windows 11 (Upgraded), MS Office, Black, Slim",dell,Intel,ddr4,SSD,14.0,1280.0,720.0,2.55,1,Black,8,Intel,Windows,2,Laptop,Intel I5,1.6,104.9003414324904
950,"Lenovo IdeaPad Slim 3 Intel Core i5-13420H 15.6"" (39.6cm) FHD IPS 300 Nits Thin & Light Laptop (16GB/512GB SSD/Win 11/Office 2021/1 Yr Warranty + ADP/Alexa/3 Month Game Pass/Grey/1.62Kg), 83EM0026IN",lenovo,Intel,other,SSD,15.6,1920.0,1080.0,1.62,0,Grey,16,Intel,Windows,6,Portable,Intel I5,2.1,141.21199808219862
952,"Lenovo IdeaPad Slim 3 Intel Core i7 11th Gen 15.6"" (39.62cm) FHD Laptop (16GB/512GB SSD/Win 11/Office 2021/2 Years Warranty/Arctic Grey/1.65Kg), 82H803B6IN",lenovo,Intel,ddr4,SSD,15.6,1920.0,1080.0,1.65,0,Grey,16,Intel,Windows,6,Laptop,Intel I7,4.7,141.21199808219862
656,"ZEBRONICS Laptop PRO Series Z NBC 5S, Intel Core 12th Gen i7 Processor (16GB RAM | 512GB SSD), 15.6-Inch (39.6 CM) IPS Display, (Ultra Slim | 38.5 Wh Large Battery| Windows 11 | Space Grey | 1.76 Kg)",zebronics,Intel,ddr4,SSD,15.6,1920.0,1080.0,1.76,0,Grey,16,Intel,Windows,6,Laptop,Intel I7,4.7,141.21199808219862
264,"(Renewed) HP 820G3 Elitebook 12 Inch Screen Laptop (6th Gen Intel Core i5 - 6300U /8 GB/500 GB HDD/Windows 10 Pro), Black",hp,Intel,other,HDD,12.0,1366.0,768.0,1.5699999999999998,1,Black,8,Intel,Windows,8,Laptop,Intel I5,2.4,130.59107081947747
464,"Lenovo V14 G4 AMD Ryzen 3 7320U Laptop with 8GB LPDDR5-5500 Ram / 512 GB SSD PCIe/Wi-Fi 6 2x2 AX; Bluetooth® 5.1/14"" FHD/Windows 11 with MS-Office/Arctic Grey/ 1 Year Brand Warranty",lenovo,AMD,ddr5,SSD,14.0,1920.0,1080.0,1.6,0,Grey,16,AMD,Windows,512,Laptop,AMD RYZEN 3,3.0,157.3505121487356
304,"(Renewed) Lenovo ThinkPad T470 7th Gen Intel Core i5 Thin & Light HD Touchscreen Laptop (8 GB DDR4 RAM/256 GB SSD/14"" (35.6 cm) HD/Windows 11/MS Office/WiFi/Bluetooth 4.1/Webcam/Intel Graphics)",lenovo,Intel,ddr4,SSD,14.0,1366.0,768.0,1.61,1,Black,8,Intel,Windows,8,Laptop,Intel I5,2.5,111.93520355955211
269,"(Renewed) HP Chromebook C640 10th Gen Intel Core i5 FHD Thin & Light Touchscreen Laptop (8 GB DDR4 RAM/64GB eMMC SSD + 32 GB MicroSD Card/14"" (35.6 cm) FHD/Chrome OS/WiFi/BT/Webcam/Intel Graphics)",hp,Intel,ddr4,SSD,14.0,1920.0,1080.0,1.61,1,Silver,8,Intel,Other,8,Chromebook,Intel I5,1.7,157.3505121487356
656,"HP Laptop 15s, 12th Gen Intel Core i3-1215U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, Intel UHD Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2021, Silver, 1.69 kg), fy5004TU",hp,Intel,ddr4,SSD,39.6,1920.0,1080.0,1.69,0,Silver,16,Intel,Windows,6,Netbook,Intel I3,4.4,55.62896894147218
318,"(Refurbished) Dell Latitude 5290 8th Gen Intel Core i5 Thin & Light HD Laptop (16 GB DDR4 RAM/256 GB SSD/12.5"" (31.8 cm)/Windows 11/MS Office/WiFi/Bluetooth 4.0/Webcam/Intel UHD Graphics)",dell,Intel,ddr4,SSD,12.5,1366.0,768.0,1.36,1,Black,16,Intel,Windows,16,Laptop,Intel I5,1.6,125.36742798669837
800,"MSI Modern 15, Intel 12th Gen. i7-1255U, 40CM FHD 60Hz Laptop (16GB/512GB NVMe SSD/Windows 11 Home/Iris Xe Graphics/Classic Black/1.7Kg), B12M-226IN",msi,Intel,ddr4,SSD,15.6,1920.0,1080.0,1.7,0,Black,16,Intel,Windows,1,Laptop,Intel I7,4.7,141.21199808219862
888,"HP Laptop 15s, AMD Ryzen 7 5700U, 15.6-inch (39.6 cm), FHD, 16GB DDR4, 512GB SSD, AMD Radeon Graphics, Backlit KB, Thin & Light, Dual Speakers (Win 11, MSO 2021, Silver, 1.69 kg), ey2001AU",hp,AMD,ddr4,SSD,39.6,1920.0,1080.0,1.69,0,Silver,16,AMD,Windows,6,Netbook,AMD RYZEN 7,4.3,55.62896894147218
266,"(Renewed) HP Chromebook x360 8th Gen Intel Core i5 Thin & Light Touchscreen Laptop (8 GB DDR4 RAM/64 GB eMMC SSD/14"" (35.6 cm) FHD/Chrome OS/WiFi/Bluetooth/Webcam/Intel Graphics)",hp,Intel,ddr4,SSD,14.0,1920.0,1080.0,1.61,1,Silver,8,Intel,Other,8,Laptop,Intel I5,2.0,157.3505121487356
344,"(Renewed) DELL Latitude 5490 Core i5 7th Gen Laptop, 16 GB RAM, 512GB SSD, Intel HD Graphics, 14 inch (36.83 cms) HD Screen, Windows 11 (Upgraded), MS Office, Black, Slim",dell,Intel,ddr4,SSD,14.0,1280.0,720.0,2.38,1,Black,16,Intel,Windows,2,Laptop,Intel I5,2.6,104.9003414324904
1030,"HP Pavilion Aero AMD Ryzen 5 7535U 13.3 inch(33.8cm) WUXGA IPS, Micro-Edge Laptop (16GB RAM/512GB SSD/AMD Radeon Graphics/Win 11/MSO/Backlit Keyboard/B&O/FPR/Alexa/Warm Gold/970 Grams) 13-be2055AU",hp,AMD,other,SSD,33.8,1920.0,1200.0,0.97,0,Gold,16,AMD,Windows,16,Netbook,AMD RYZEN 5,4.55,66.98684827495813
1120,"HP Victus Gaming Laptop, AMD Ryzen 7 5800H, 4GB RTX 3050 GPU, 15.6-inch (39.6 cm), FHD, IPS, 144Hz, 16GB DDR4, 512GB SSD, Backlit KB, B&O, 9ms Response time, Dual Speakers (Blue, 2.37 kg), fb0137AX",hp,AMD,ddr4,SSD,39.6,1920.0,1080.0,2.37,0,Blue,16,NVIDIA,Windows,4,Laptop,AMD RYZEN 7,3.2,55.62896894147218
550,"Lenovo IdeaPad Slim 3 Intel Core i3 12th Gen 15.6"" (39.62cm) FHD Thin & Light Laptop (8GB/512GB SSD/Windows 11/Office 2021/3months Game Pass/Arctic Grey/1.63Kg), 82RK00VTIN",lenovo,Intel,ddr4,SSD,15.6,1920.0,1080.0,1.63,0,Grey,8,Intel,Windows,8,Portable,Intel I3,4.4,141.21199808219862
381,(Refurbished) Dell LATITUDE 5490 CORE Intel i5 8TH GEN/8GB/256GB SSD/WEBCAM/14'' TOUCH/Windows 10 Pro,dell,Intel,ddr4,SSD,14.0,1920.0,1080.0,3.0,1,Black,8,Intel,Windows,4,Laptop,Intel I5,1.7,157.3505121487356
1123,"Lenovo IdeaPad Slim 5 Intel Core i5 13500H 16""(40.6cm) WUXGA IPS Laptop (16GB/512GB SSD/Win 11/Office 2021/Backlit KB/FHD Camera/Alexa/3 Month Game Pass/Cloud Grey/1.89Kg), 82XF003GIN",lenovo,Intel,other,SSD,16.0,1920.0,1080.0,1.89,0,Grey,16,Intel,Windows,1,Portable,Intel I5,2.6,137.68169813014364
560,"Dell 14 Laptop, 12th Gen Intel Core i3-1215U Processor/8GB/512GB SSD/Intel UHD Graphics/14.0""(35.56cm) FHD/Windows 11 + MSO'21/15 Month McAfee/Spill-Resistant Keyboard/Grey/Thin & Light 1.48kg",dell,Intel,ddr4,SSD,14.0,1920.0,1080.0,1.48,0,Silver,8,Intel,Windows,2,Laptop,Intel I3,0.9,157.3505121487356
493,"HP Laptop 15s, Intel Pentium Silver N6000, 15.6-inch (39.6 cm), HD, 8GB DDR4, 512GB SSD, Intel UHD Graphics, Thin & Light, Dual Speakers (Win 11, MSO 2021, Silver, 1.65 kg), fq3073TU",hp,Intel,ddr4,SSD,39.6,1920.0,1080.0,1.69,0,Silver,16,Intel,Windows,8,Netbook,Other,3.3,55.62896894147218
480,"ZEBRONICS Laptop PRO Series Y NBC 2S, Intel Core 11th Gen i5 Processor (16GB RAM | 512GB SSD), 15.6-Inch (39.6 CM) IPS Display, (Ultra Slim | 38.5 Wh Large Battery | Windows 11 | Silver | 1.65 Kg)",zebronics,Intel,other,SSD,15.6,1920.0,1080.0,1.8,0,Silver,16,Intel,Windows,6,Laptop,Intel I5,2.2,141.21199808219862
1384,"Dell Inspiron 5430 Laptop, 13th Gen Intel Core i7-1360P Processor/16GB/1TB SSD/14.0"" (35.56cm) FHD+ WVA 250 nits/Backlit KB + FPR/Win 11 + MSO'21/15 Month McAfee/Platinum Silver/Thin & Light- 1.59kg",dell,Intel,other,SSD,14.0,1920.0,1080.0,1.59,0,Platinum,16,Intel,Windows,1,Laptop,Intel I7,5.0,157.3505121487356
364,"(Renewed) DELL LATITUDE 7490, Windows 10 Pro, Intel Core I5 8TH GEN/8GB/512GB SSD/WEBCAM/14'' (35 cm",dell,Intel,ddr4,SSD,14.0,1920.0,1080.0,2.51,1,Black,8,Intel,Windows,6,Laptop,Intel I5,1.6,157.3505121487356
440,"HP Laptop 15s, AMD Athlon Silver 3050U, 15.6 inch(39.6cm) HD Laptop(8GB RAM,512GB SSD,AMD Radeon Graphics,Dual Speakers,Numeric Keypad,Win 11,MSO 21,Natural Silver,1.69 kg) 15s-ey1509AU",hp,AMD,ddr4,SSD,39.6,1366.0,768.0,1.69,0,Silver,8,AMD,Windows,6,Netbook,Other,3.2,39.57305176347802
705,"ASUS Vivobook 14, Intel Core i5-1135G7 11th Gen, 14"" (35.56 cms) FHD, Thin and Light Laptop (16GB/512GB SSD/Windows 11/Office 2021/Indie Black/1.60 kg), X1400EA-EK543WS",asus,Intel,ddr4,SSD,14.0,1920.0,1080.0,1.6,0,Transparent,16,Intel,Windows,1,Laptop,Intel I5,2.4,157.3505121487356
